N,T,suffix,model,method,pick_periods,n,objective,root_time,solving_time,MIP_gap,relaxation_gap,nodes,proportion_of_set_up_costs,proportion_of_holding_costs,set_up_costs_proportion_at_warehouse,set_up_costs_proportion_at_retailers,nb_set_ups_at_warehouse,nb_set_ups_at_retailers,holding_costs_warehouse,holding_costs_retailers,nb_variables,nb_binary_variables,nb_constraints,
50,15,DD_DF03,tpc,total_sum,max_gap,1,72143.18999999996,0.05292201042175293,0.06503677368164062,0.0,8.06835141521569e-16,0,0.8631029484557037,0.13689705154429704,0.7195464692373167,0.28045353076268326,15.0,443.0,0.0,1.0,35445,15,12765,
50,15,DD_DF03,tpc,total_sum,max_gap,2,54159.91,0.07547998428344727,0.1651449203491211,0.0,1.3434212896925836e-16,0,0.7269952996598406,0.27300470034015956,0.5582363996545944,0.44176360034540557,9.0,411.0,0.16715237682361098,0.8328476231763889,35445,15,12764,
50,15,DD_DF09,spc,consecutive_sum,max_gap,1,69520.09,0.09079194068908691,0.31710195541381836,0.0,0.28175395054868313,0,0.8685690711850345,0.13143092881496554,0.7058443601675969,0.29415563983240317,15.0,441.0,0.0,1.0,34796,15,7576,
50,15,DD_DF04,tpc,total_sum,max_gap,1,69139.90000000001,0.05092501640319824,0.06515812873840332,0.0,0.0,0,0.8622083630436259,0.13779163695637392,0.6996460503581433,0.30035394964185663,15.0,445.0,0.0,1.0,35445,15,12765,
50,15,DD_DF07,spc,consecutive_sum,max_gap,2,56128.72,0.14514493942260742,0.3078031539916992,0.0,0.05336900609883865,0,0.7295373919091688,0.27046260809083117,0.5878186968838527,0.4121813031161473,8.0,389.0,0.15213375913658905,0.8478662408634108,34796,15,7576,
50,15,DD_DF04,tpc,total_sum,max_gap,2,51839.91,0.07629799842834473,0.16214990615844727,0.0,1.4035436431474178e-16,0,0.7124240763535276,0.2875759236464723,0.5214718942922127,0.4785281057077873,8.0,398.0,0.1657844728067181,0.8342155271932823,35445,15,12764,
50,15,DD_DF10,spc,consecutive_sum,max_gap,1,72692.25,0.10203003883361816,0.329042911529541,0.0,0.2789509748288159,0,0.865498041400562,0.13450195859943803,0.713534133354526,0.2864658666454741,15.0,436.0,0.0,1.0,34796,15,7576,
50,15,DD_DF05,tpc,total_sum,max_gap,1,67841.6,0.05271792411804199,0.06915998458862305,0.0,0.0,0,0.8566720124525364,0.14332798754746354,0.6828349220551292,0.31716507794487075,15.0,441.0,0.0,1.0,35445,15,12765,
50,15,DD_DF05,tpc,total_sum,max_gap,2,52700.92,0.08496308326721191,0.17417287826538086,0.0,0.0,0,0.7058890053532273,0.29411099464677265,0.5302545630493803,0.4697454369506196,8.0,395.0,0.16354923122183865,0.8364507687781615,35445,15,12764,
50,15,DD_DF08,spc,consecutive_sum,max_gap,2,52753.74,0.12457680702209473,0.2795069217681885,0.0,0.027454837009344243,0,0.715702810833886,0.2842971891661142,0.5553554401949359,0.4446445598050641,8.0,399.0,0.16552493909082297,0.834475060909177,34796,15,7576,
